연번,노선번호,노선ID,정류소번호,정류소ID,정류소명,위도,경도
20,82,SJB293000247,37063,SJB293019057,원성2리,36.67103,127.19527
21,82,SJB293000247,37062,SJB293019064,원성리(죽근마을),36.67622,127.19936
22,82,SJB293000247,37087,SJB293019053,한국콜마,36.68087,127.19338
23,82,SJB293000247,37082,SJB293019059,전의중학교,36.68024,127.19736
24,82,SJB293000247,37080,SJB293019065,전의역,36.67939,127.20358
1,83,SJB293000248,37080,SJB293019065,전의역,36.67939,127.20358
2,83,SJB293000248,37044,SJB293019070,성호아파트,36.68196,127.20455
3,83,SJB293000248,37004,SJB293019072,갈정교,36.68899,127.2053
4,83,SJB293000248,37006,SJB293019062,관정1리,36.69905,127.19826
5,83,SJB293000248,39002,SJB293013027,고등1리마을회관,36.71551,127.19521
6,83,SJB293000248,39028,SJB293064329,세종첨단산업단지,36.7191773,127.1955466
7,83,SJB293000248,39029,SJB293064330,대교에이스,36.7177679,127.2003627
8,83,SJB293000248,39003,SJB293013026,고등1리마을회관,36.71543,127.19507
9,83,SJB293000248,39004,SJB293013025,고등2리,36.70594,127.18845
10,83,SJB293000248,37076,SJB293019051,전의산연수원,36.70287,127.19218
11,83,SJB293000248,37038,SJB293019041,서정2리,36.69941,127.18976
12,83,SJB293000248,37040,SJB293019034,서정2리마을회관,36.69661,127.18893
13,83,SJB293000248,37036,SJB293019048,서정1리마을회관,36.68798,127.19183
14,83,SJB293000248,37082,SJB293019059,전의중학교,36.68024,127.19736
15,83,SJB293000248,37080,SJB293019065,전의역,36.67939,127.20358
1,83,SJB293000290,37079,SJB293019066,전의역,36.67953,127.2036
2,83,SJB293000290,37073,SJB293019058,전의중학교,36.68047,127.19682
3,83,SJB293000290,37037,SJB293019050,서정1리마을회관,36.68799,127.19201
4,83,SJB293000290,37041,SJB293019035,서정2리마을회관,36.69659,127.18911
5,83,SJB293000290,37039,SJB293019042,서정2리,36.69944,127.1899
6,83,SJB293000290,37075,SJB293019052,전의산연수원,36.70279,127.19239
7,83,SJB293000290,39031,SJB293064395,고등2리,36.7060526,127.1885841
8,83,SJB293000290,39002,SJB293013027,고등1리마을회관,36.71551,127.19521
9,83,SJB293000290,39028,SJB293064329,세종첨단산업단지,36.7191773,127.1955466
10,83,SJB293000290,39029,SJB293064330,대교에이스,36.7177679,127.2003627
11,83,SJB293000290,39003,SJB293013026,고등1리마을회관,36.71543,127.19507
12,83,SJB293000290,37005,SJB293019061,관정1리,36.69898,127.19813
13,83,SJB293000290,37003,SJB293019071,갈정교,36.68911,127.20517
14,83,SJB293000290,37043,SJB293019069,성호아파트,36.68191,127.20441
15,83,SJB293000290,37079,SJB293019066,전의역,36.67953,127.2036
1,84,SJB293000249,37080,SJB293019065,전의역,36.67939,127.20358
2,84,SJB293000249,37044,SJB293019070,성호아파트,36.68196,127.20455
3,84,SJB293000249,37004,SJB293019072,갈정교,36.68899,127.2053
4,84,SJB293000249,37025,SJB293019073,대추리,36.6932,127.2057
5,84,SJB293000249,37035,SJB293019078,사관정,36.69888,127.21024
6,84,SJB293000249,64016,SJB293064497,전의산업단지교차로,36.70158,127.21039
7,84,SJB293000249,37008,SJB293019082,중대부,36.70488,127.21246
8,84,SJB293000249,37007,SJB293019080,상대부(쌍태울),36.71258,127.21146
9,84,SJB293000249,37009,SJB293019081,중대부,36.70502,127.21236
10,84,SJB293000249,37074,SJB293019079,전의산업단지,36.70105,127.21057
11,84,SJB293000249,37001,SJB293019087,달계리,36.69794,127.22103
12,84,SJB293000249,37085,SJB293019089,하노곡,36.70131,127.22721
13,84,SJB293000249,37013,SJB293019091,노곡리종점,36.70046,127.23454
14,84,SJB293000249,37012,SJB293019092,노곡리,36.70061,127.23461
15,84,SJB293000249,37084,SJB293019090,하노곡,36.7014451,127.2271649
16,84,SJB293000249,37083,SJB293019088,종성골,36.69603,127.22178
17,84,SJB293000249,37050,SJB293019086,신정2리,36.69472,127.21988
18,84,SJB293000249,37049,SJB293019083,신정1리,36.69158,127.21464
19,84,SJB293000249,37003,SJB293019071,갈정교,36.68911,127.20517
20,84,SJB293000249,37043,SJB293019069,성호아파트,36.68191,127.20441
21,84,SJB293000249,37079,SJB293019066,전의역,36.67953,127.2036
1,84,SJB293000265,37080,SJB293019065,전의역,36.67939,127.20358
2,84,SJB293000265,37044,SJB293019070,성호아파트,36.68196,127.20455
3,84,SJB293000265,37004,SJB293019072,갈정교,36.68899,127.2053
4,84,SJB293000265,37104,SJB293064338,신정1리,36.6915871,127.2147544
5,84,SJB293000265,37105,SJB293064339,신정2리,36.6946059,127.219943
6,84,SJB293000265,37106,SJB293064340,종성골,36.6959446,127.2218636
7,84,SJB293000265,37085,SJB293019089,하노곡,36.70131,127.22721
8,84,SJB293000265,37013,SJB293019091,노곡리종점,36.70046,127.23454
9,84,SJB293000265,37012,SJB293019092,노곡리,36.70061,127.23461
10,84,SJB293000265,37084,SJB293019090,하노곡,36.7014451,127.2271649
11,84,SJB293000265,37107,SJB293064341,(주)레이크엘이디앞,36.6980972,127.2210106
12,84,SJB293000265,37108,SJB293064342,전의산업단지,36.7012593,127.2106772
13,84,SJB293000265,37008,SJB293019082,중대부,36.70488,127.21246
14,84,SJB293000265,37007,SJB293019080,상대부(쌍태울),36.71258,127.21146
15,84,SJB293000265,37009,SJB293019081,중대부,36.70502,127.21236
16,84,SJB293000265,37092,SJB293019095,사관정,36.69893829,127.2101017
17,84,SJB293000265,37091,SJB293019094,대추리,36.69343329,127.2057917
18,84,SJB293000265,37003,SJB293019071,갈정교,36.68911,127.20517
19,84,SJB293000265,37043,SJB293019069,성호아파트,36.68191,127.20441
20,84,SJB293000265,37079,SJB293019066,전의역,36.67953,127.2036
1,85,SJB293000250,37079,SJB293019066,전의역,36.67953,127.2036
2,85,SJB293000250,37073,SJB293019058,전의중학교,36.68047,127.19682
3,85,SJB293000250,37026,SJB293019047,덕고개,36.68046,127.19186
4,85,SJB293000250,37030,SJB293019027,민석아파트입구,36.68099,127.18197
5,85,SJB293000250,37068,SJB293019022,유천2리,36.68292,127.17727
6,85,SJB293000250,37067,SJB293019006,유천리,36.68628,127.16919
7,85,SJB293000250,37070,SJB293019003,유천리(어천),36.68803,127.16612
8,85,SJB293000250,32116,SJB293064332,행정리,36.6887542,127.1574677
9,85,SJB293000250,39024,SJB293013006,운당1리,36.69865,127.15205
10,85,SJB293000250,39021,SJB293013003,운당2리,36.7058276,127.1497944
11,85,SJB293000250,39033,SJB293064406,운당교차로,36.705806,127.148932
12,85,SJB293000250,39034,SJB293064407,동산산업,36.710519,127.147184
13,85,SJB293000250,39022,SJB293013002,운당2리,36.7057756,127.1489661
14,85,SJB293000250,37002,SJB293019001,KCC앞,36.70852,127.15296
15,85,SJB293000250,39010,SJB293013009,소정리입구,36.71191,127.15392
16,85,SJB293000250,39018,SJB293013012,소정면우체국,36.7143,127.15486
17,85,SJB293000250,39012,SJB293013014,소정리역,36.71885,127.1567
18,85,SJB293000250,39016,SJB293013016,소정면사무소,36.72149,127.15766
19,85,SJB293000250,39030,SJB293064387,소정리,36.7245035,127.1581344
20,85,SJB293000250,39006,SJB293013020,대곡4리,36.72556,127.15982
21,85,SJB293000250,39014,SJB293013021,소정육교(맹골),36.72646,127.16173
22,85,SJB293000250,39019,SJB293013023,소정육교,36.72718,127.16312
23,85,SJB293000250,39007,SJB293013024,대곡리,36.7296,127.16673
24,85,SJB293000250,39028,SJB293064329,세종첨단산업단지,36.7191773,127.1955466
25,85,SJB293000250,39029,SJB293064330,대교에이스,36.7177679,127.2003627
26,85,SJB293000250,39003,SJB293013026,고등1리마을회관,36.71543,127.19507
1,85,SJB293000251,39002,SJB293013027,고등1리마을회관,36.71551,127.19521
2,85,SJB293000251,39028,SJB293064329,세종첨단산업단지,36.7191773,127.1955466
3,85,SJB293000251,39029,SJB293064330,대교에이스,36.7177679,127.2003627
4,85,SJB293000251,39020,SJB293013022,소정육교(맹골),36.7271,127.16202
5,85,SJB293000251,39005,SJB293013019,대곡1리,36.72607,127.15941
6,85,SJB293000251,39025,SJB293013018,소정리,36.72478,127.15813
7,85,SJB293000251,39015,SJB293013015,소정면사무소,36.72173,127.15762
8,85,SJB293000251,39013,SJB293013013,소정리역,36.71895,127.1566
9,85,SJB293000251,39017,SJB293013011,소정면우체국,36.71422,127.15471
10,85,SJB293000251,39011,SJB293013017,소정리입구,36.712119,127.153895
11,85,SJB293000251,39001,SJB293013008,KCC앞,36.70867,127.15287
12,85,SJB293000251,39032,SJB293064405,동산산업,36.710329,127.147243
13,85,SJB293000251,39022,SJB293013002,운당2리,36.7057756,127.1489661
14,85,SJB293000251,39023,SJB293013007,운당1리,36.6979,127.15261
15,85,SJB293000251,32115,SJB293064331,행정리,36.6885967,127.1575524
16,85,SJB293000251,37069,SJB293019004,유천리(어천),36.6879,127.16612
17,85,SJB293000251,37071,SJB293019005,유천리,36.6862,127.16905
18,85,SJB293000251,37066,SJB293019023,유천2리,36.68278,127.17728
19,85,SJB293000251,37031,SJB293019026,민석아파트입구,36.6811,127.18134
20,85,SJB293000251,37027,SJB293019049,덕고개,36.6803,127.19145
21,85,SJB293000251,37082,SJB293019059,전의중학교,36.68024,127.19736
22,85,SJB293000251,37080,SJB293019065,전의역,36.67939,127.20358
1,86,SJB293000252,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,86,SJB293000252,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,86,SJB293000252,11071,SJB293001084,조치원역,36.60099,127.29713
4,86,SJB293000252,11062,SJB293001088,조치원전통시장,36.599942,127.29819
5,86,SJB293000252,11096,SJB293064035,효성세종병원,36.5972495,127.2987069
6,86,SJB293000252,11075,SJB293001091,죽림리,36.59078,127.29892
7,86,SJB293000252,11014,SJB293001089,번암리,36.5884,127.29841
8,86,SJB293000252,11017,SJB293001078,번암아파트,36.58577,127.29582
9,86,SJB293000252,11015,SJB293001066,번암삼거리,36.58401,127.29416
10,86,SJB293000252,11019,SJB293001054,번암아파트후문,36.58772,127.29233
11,86,SJB293000252,11058,SJB293001053,자이아파트,36.59085,127.29192
12,86,SJB293000252,11054,SJB293001038,신흥주공아파트,36.59523,127.28973
13,86,SJB293000252,11036,SJB293001020,세종시민체육관,36.59468,127.28478
14,86,SJB293000252,36132,SJB293064183,방축골,36.5945295,127.2773157
15,86,SJB293000252,36101,SJB293016099,월하1리마을회관,36.59373,127.27467
16,86,SJB293000252,36076,SJB293016095,연서면사무소,36.59204,127.2716
17,86,SJB293000252,36047,SJB293016089,성제1리마을회관,36.59196,127.26919
18,86,SJB293000252,36041,SJB293016081,서세종농협,36.58857,127.26386
19,86,SJB293000252,36038,SJB293016075,서면,36.58632,127.26114
20,86,SJB293000252,36078,SJB293016068,연서중학교,36.58113,127.25696
21,86,SJB293000252,36080,SJB293016064,연서초등학교,36.58203,127.25394
22,86,SJB293000252,36063,SJB293016057,신대1리마을회관,36.5814876,127.2513956
23,86,SJB293000252,36062,SJB293016047,신대2리마을회관,36.58474,127.24801
24,86,SJB293000252,36133,SJB293064184,신대2리(의넘어),36.5891565,127.2395123
25,86,SJB293000252,36060,SJB293016028,신대2리(송적골),36.59011,127.2335
26,86,SJB293000252,36147,SJB293064323,용암리(금단마을),36.5944763,127.2278058
27,86,SJB293000252,36148,SJB293064324,고복저수지,36.5977479,127.2274533
28,86,SJB293000252,36064,SJB293016011,쌍류리,36.59901,127.22186
29,86,SJB293000252,36126,SJB293064038,쌍류리입구,36.5966178,127.2183175
30,86,SJB293000252,36146,SJB293064322,쌍류리(월정마을),36.5952411,127.2174952
31,86,SJB293000252,36067,SJB293016005,쌍류보건진료소,36.59467,127.21372
32,86,SJB293000252,36143,SJB293064318,쌍류초등학교,36.597535,127.208638
33,86,SJB293000252,37014,SJB293019040,다방1리마을회관,36.60319,127.18944
34,86,SJB293000252,37016,SJB293019031,비암사입구,36.60409,127.18662
35,86,SJB293000252,37010,SJB293019007,금사리,36.60927,127.17268
36,86,SJB293000252,37023,SJB293019025,달전리(태호농장),36.61607,127.17748
37,86,SJB293000252,37019,SJB293019012,달전2리입구,36.62698,127.17504
38,86,SJB293000252,37021,SJB293019011,달전1리,36.63112,127.1745
39,86,SJB293000252,37097,SJB293064075,달전리,36.633804,127.1755319
40,86,SJB293000252,37056,SJB293019019,세종미래산업단지,36.63972,127.17649
41,86,SJB293000252,37054,SJB293019021,양곡리,36.64316,127.1771
42,86,SJB293000252,37048,SJB293019029,신방1리(신암골),36.651,127.18479
43,86,SJB293000252,37058,SJB293019033,대전카톨릭대입구,36.65494,127.18734
44,86,SJB293000252,37061,SJB293019039,영당리(영성들),36.66047,127.18938
45,86,SJB293000252,37053,SJB293019046,신흥리,36.66359,127.19113
46,86,SJB293000252,37051,SJB293019055,신흥리(사사),36.66931,127.19429
47,86,SJB293000252,37063,SJB293019057,원성2리,36.67103,127.19527
48,86,SJB293000252,37062,SJB293019064,원성리(죽근마을),36.67622,127.19936
49,86,SJB293000252,37087,SJB293019053,한국콜마,36.68087,127.19338
50,86,SJB293000252,37082,SJB293019059,전의중학교,36.68024,127.19736
51,86,SJB293000252,37080,SJB293019065,전의역,36.67939,127.20358
52,86,SJB293000252,37072,SJB293019076,재동아파트,36.6794,127.2066
1,86,SJB293000253,37077,SJB293019077,재동아파트,36.67954,127.20667
2,86,SJB293000253,37079,SJB293019066,전의역,36.67953,127.2036
3,86,SJB293000253,37073,SJB293019058,전의중학교,36.68047,127.19682
4,86,SJB293000253,37086,SJB293019054,한국콜마,36.68079,127.19353
5,86,SJB293000253,37065,SJB293019063,원성리(죽근마을),36.67609,127.19916
6,86,SJB293000253,37064,SJB293019056,원성2리,36.67112,127.19515
7,86,SJB293000253,37103,SJB293064320,신흥리(사사),36.669438,127.194232
8,86,SJB293000253,37052,SJB293019045,신흥리,36.66348,127.19092
9,86,SJB293000253,37060,SJB293019036,영당리(영성들),36.66042,127.18919
10,86,SJB293000253,37059,SJB293019032,대전카톨릭대입구,36.65524,127.18733
11,86,SJB293000253,37047,SJB293019028,신방1리(신암골),36.65099,127.18462
12,86,SJB293000253,37055,SJB293019020,양곡리,36.64323,127.17697
13,86,SJB293000253,37057,SJB293019018,세종미래산업단지,36.63987,127.17637
14,86,SJB293000253,37098,SJB293064076,달전리,36.6336684,127.1754206
15,86,SJB293000253,37022,SJB293019009,달전1리,36.63113,127.17432
16,86,SJB293000253,37018,SJB293019013,달전2리입구,36.62677,127.17521
17,86,SJB293000253,37024,SJB293019024,달전리(태호농장),36.61601,127.17733
18,86,SJB293000253,37011,SJB293019008,금사리,36.60976,127.17305
19,86,SJB293000253,37017,SJB293019030,비암사입구,36.60406,127.1863
20,86,SJB293000253,37102,SJB293064317,다방1리마을회관,36.6031132,127.189307
21,86,SJB293000253,36144,SJB293064319,쌍류초등학교,36.5976715,127.208475
22,86,SJB293000253,36065,SJB293016004,쌍류보건진료소,36.59453,127.21345
23,86,SJB293000253,36145,SJB293064321,쌍류리(월정마을),36.5952236,127.2177077
24,86,SJB293000253,36127,SJB293064039,쌍류리입구,36.5968888,127.2185402
25,86,SJB293000253,36066,SJB293016010,쌍류리,36.5989,127.22171
26,86,SJB293000253,36149,SJB293064325,고복저수지,36.5977251,127.2273249
27,86,SJB293000253,36094,SJB293016017,용암리(금단마을),36.5944128,127.227644
28,86,SJB293000253,36059,SJB293016027,신대2리(송적골),36.59008,127.2332
29,86,SJB293000253,36134,SJB293064185,신대2리(의넘어),36.589008,127.2396078
30,86,SJB293000253,36061,SJB293016048,신대2리마을회관,36.58454,127.24817
31,86,SJB293000253,36135,SJB293064186,신대1리마을회관,36.581362,127.2516833
32,86,SJB293000253,36123,SJB293016129,연서초등학교,36.58198663,127.2537284
33,86,SJB293000253,36079,SJB293016067,연서중학교,36.58099,127.25676
34,86,SJB293000253,36039,SJB293016076,서면,36.58628,127.26126
35,86,SJB293000253,36042,SJB293016082,서세종농협,36.58847,127.26396
36,86,SJB293000253,36046,SJB293016088,성제1리마을회관,36.59183,127.26913
37,86,SJB293000253,36077,SJB293016094,연서면사무소,36.59184,127.27115
38,86,SJB293000253,36100,SJB293016098,월하1리마을회관,36.59354,127.27439
39,86,SJB293000253,36031,SJB293016100,방축골,36.59433,127.27733
40,86,SJB293000253,11052,SJB293001019,세종시민체육관,36.59455,127.28477
41,86,SJB293000253,11053,SJB293001037,신흥주공아파트,36.5951,127.28973
42,86,SJB293000253,11059,SJB293001052,자이아파트,36.59083,127.29173
43,86,SJB293000253,11097,SJB293064083,번암아파트후문,36.5876866,127.2920412
44,86,SJB293000253,11016,SJB293001065,번암삼거리,36.58365,127.29409
45,86,SJB293000253,11018,SJB293001079,번암아파트,36.5866993,127.2971748
46,86,SJB293000253,11411,SJB293064274,번암리,36.588329,127.2986104
47,86,SJB293000253,11076,SJB293001092,죽림리,36.59127,127.29897
48,86,SJB293000253,11090,SJB293001093,효성세종병원,36.59705,127.29895
49,86,SJB293000253,11063,SJB293001090,조치원전통시장,36.59898,127.29861
50,86,SJB293000253,11093,SJB293064017,조치원역,36.6013323,127.2970784
51,86,SJB293000253,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
52,86,SJB293000253,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,91,SJB293000254,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,91,SJB293000254,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,91,SJB293000254,11071,SJB293001084,조치원역,36.60099,127.29713
4,91,SJB293000254,11039,SJB293001087,세종우체국,36.60296,127.29789
5,91,SJB293000254,11070,SJB293001086,세종중학교,36.60578,127.29741
6,91,SJB293000254,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,91,SJB293000254,11030,SJB293001067,새주막거리,36.61256,127.29455
8,91,SJB293000254,11046,SJB293001049,신안1리입구,36.61372,127.29104
9,91,SJB293000254,11079,SJB293001033,중앙요양병원,36.61411,127.28953
10,91,SJB293000254,11033,SJB293001022,신안리마을회관,36.61637,127.28719
11,91,SJB293000254,11005,SJB293001028,구렁말,36.61737,127.28887
12,91,SJB293000254,11088,SJB293001048,홍익대학교,36.62178,127.29072
13,91,SJB293000254,11081,SJB293001039,신안2리(안터),36.62633,127.28994
14,91,SJB293000254,11048,SJB293001031,신안2리입구,36.62926,127.28909
15,91,SJB293000254,11073,SJB293001026,조형아파트,36.63471,127.28878
16,91,SJB293000254,13006,SJB274002085,상봉초등학교,36.63758,127.28628
17,91,SJB293000254,13004,SJB274002083,상봉2리(가마소),36.63862,127.28379
18,91,SJB293000254,38053,SJB293018082,심중1리,36.64456,127.27603
19,91,SJB293000254,38059,SJB293018083,심중2리입구,36.65736,127.2811
20,91,SJB293000254,38058,SJB293018086,심중2리,36.66531,127.29224
21,91,SJB293000254,38061,SJB293018087,심중리시민스포츠센터,36.6704,127.29874
22,91,SJB293000254,38056,SJB293018085,심중2리,36.66544,127.29221
23,91,SJB293000254,38055,SJB293018084,심중2리입구,36.6575,127.28108
24,91,SJB293000254,38060,SJB293018072,심중2리입구,36.64999,127.27104
25,91,SJB293000254,38065,SJB293018062,전동삼거리,36.65369,127.26701
26,91,SJB293000254,38007,SJB293018068,노장농공단지,36.6609,127.27033
27,91,SJB293000254,38003,SJB293018077,노장2리,36.66316,127.27271
28,91,SJB293000254,38006,SJB293018078,노장3리,36.66932,127.2727
29,91,SJB293000254,38070,SJB293018070,조치원낚시터,36.67291,127.27078
30,91,SJB293000254,38019,SJB293018050,봉대리(평말),36.68073,127.26314
31,91,SJB293000254,38017,SJB293018055,봉대리,36.68345,127.26529
1,91,SJB293000255,38052,SJB293018054,봉대리,36.68337,127.26512
2,91,SJB293000255,38018,SJB293018051,봉대리(평말),36.68098,127.26305
3,91,SJB293000255,38069,SJB293018069,조치원낚시터,36.67308,127.2706
4,91,SJB293000255,38005,SJB293018075,노장3리,36.66938,127.2725
5,91,SJB293000255,38004,SJB293018076,노장2리,36.66327,127.27263
6,91,SJB293000255,38008,SJB293018067,노장농공단지,36.66071,127.27012
7,91,SJB293000255,38064,SJB293018060,전동삼거리,36.65378,127.2669
8,91,SJB293000255,38057,SJB293018071,심중2리입구,36.64988,127.27101
9,91,SJB293000255,38059,SJB293018083,심중2리입구,36.65736,127.2811
10,91,SJB293000255,38058,SJB293018086,심중2리,36.66531,127.29224
11,91,SJB293000255,38061,SJB293018087,심중리시민스포츠센터,36.6704,127.29874
12,91,SJB293000255,38056,SJB293018085,심중2리,36.66544,127.29221
13,91,SJB293000255,38055,SJB293018084,심중2리입구,36.6575,127.28108
14,91,SJB293000255,38054,SJB293018081,심중1리,36.64451,127.27593
15,91,SJB293000255,13005,SJB274002082,상봉2리(가마소),36.63857,127.28365
16,91,SJB293000255,13003,SJB274002084,상봉초등학교,36.63747,127.28622
17,91,SJB293000255,11074,SJB293001027,조형아파트,36.63441,127.28884
18,91,SJB293000255,11047,SJB293001030,신안2리입구,36.62874,127.28909
19,91,SJB293000255,11082,SJB293001034,신안2리(안터),36.62652,127.28975
20,91,SJB293000255,11089,SJB293001043,홍익대학교,36.62188,127.29056
21,91,SJB293000255,11044,SJB293001047,신안1리,36.61865,127.29091
22,91,SJB293000255,11006,SJB293001029,구렁말,36.61749,127.28889
23,91,SJB293000255,11049,SJB293001021,신안리마을회관,36.61655,127.28695
24,91,SJB293000255,11080,SJB293001032,중앙요양병원,36.614,127.2894
25,91,SJB293000255,11045,SJB293001050,신안1리입구,36.61353,127.29121
26,91,SJB293000255,11029,SJB293001068,새주막거리,36.61236,127.29459
27,91,SJB293000255,11035,SJB293001080,세종고등학교,36.61024,127.29666
28,91,SJB293000255,11069,SJB293001085,세종중학교,36.60591,127.29721
29,91,SJB293000255,11093,SJB293064017,조치원역,36.6013323,127.2970784
30,91,SJB293000255,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
31,91,SJB293000255,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,92,SJB293000256,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,92,SJB293000256,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,92,SJB293000256,11071,SJB293001084,조치원역,36.60099,127.29713
4,92,SJB293000256,11039,SJB293001087,세종우체국,36.60296,127.29789
5,92,SJB293000256,11070,SJB293001086,세종중학교,36.60578,127.29741
6,92,SJB293000256,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,92,SJB293000256,11030,SJB293001067,새주막거리,36.61256,127.29455
8,92,SJB293000256,11046,SJB293001049,신안1리입구,36.61372,127.29104
9,92,SJB293000256,11079,SJB293001033,중앙요양병원,36.61411,127.28953
10,92,SJB293000256,11033,SJB293001022,신안리마을회관,36.61637,127.28719
11,92,SJB293000256,11005,SJB293001028,구렁말,36.61737,127.28887
12,92,SJB293000256,11088,SJB293001048,홍익대학교,36.62178,127.29072
13,92,SJB293000256,11081,SJB293001039,신안2리(안터),36.62633,127.28994
14,92,SJB293000256,11048,SJB293001031,신안2리입구,36.62926,127.28909
15,92,SJB293000256,11073,SJB293001026,조형아파트,36.63471,127.28878
16,92,SJB293000256,13006,SJB274002085,상봉초등학교,36.63758,127.28628
17,92,SJB293000256,13004,SJB274002083,상봉2리(가마소),36.63862,127.28379
18,92,SJB293000256,38053,SJB293018082,심중1리,36.64456,127.27603
19,92,SJB293000256,38060,SJB293018072,심중2리입구,36.64999,127.27104
20,92,SJB293000256,38065,SJB293018062,전동삼거리,36.65369,127.26701
21,92,SJB293000256,38094,SJB293064404,깊은내길,36.646477,127.268761
22,92,SJB293000256,38016,SJB293018044,보덕2리마을회관,36.64401,127.25738
23,92,SJB293000256,38021,SJB293018041,석곡리,36.6591135,127.2569277
24,92,SJB293000256,38072,SJB293018023,청람1리마을회관,36.65495,127.23318
25,92,SJB293000256,38076,SJB293018021,청람리,36.65165,127.23274
26,92,SJB293000256,38009,SJB293018017,청람리(동막골),36.64433,127.23168
1,92,SJB293000257,38092,SJB293064337,청람리(동막골),36.6443571,127.2318088
2,92,SJB293000257,38074,SJB293018022,청람리,36.65163,127.23286
3,92,SJB293000257,38071,SJB293018024,청람1리마을회관,36.65476,127.23347
4,92,SJB293000257,38020,SJB293018039,석곡리,36.6587466,127.2560505
5,92,SJB293000257,38016,SJB293018044,보덕2리마을회관,36.64401,127.25738
6,92,SJB293000257,38095,SJB293064408,깊은내길,36.646415,127.268755
7,92,SJB293000257,38064,SJB293018060,전동삼거리,36.65378,127.2669
8,92,SJB293000257,38057,SJB293018071,심중2리입구,36.64988,127.27101
9,92,SJB293000257,38054,SJB293018081,심중1리,36.64451,127.27593
10,92,SJB293000257,13005,SJB274002082,상봉2리(가마소),36.63857,127.28365
11,92,SJB293000257,13003,SJB274002084,상봉초등학교,36.63747,127.28622
12,92,SJB293000257,11074,SJB293001027,조형아파트,36.63441,127.28884
13,92,SJB293000257,11047,SJB293001030,신안2리입구,36.62874,127.28909
14,92,SJB293000257,11082,SJB293001034,신안2리(안터),36.62652,127.28975
15,92,SJB293000257,11089,SJB293001043,홍익대학교,36.62188,127.29056
16,92,SJB293000257,11044,SJB293001047,신안1리,36.61865,127.29091
17,92,SJB293000257,11006,SJB293001029,구렁말,36.61749,127.28889
18,92,SJB293000257,11049,SJB293001021,신안리마을회관,36.61655,127.28695
19,92,SJB293000257,11080,SJB293001032,중앙요양병원,36.614,127.2894
20,92,SJB293000257,11045,SJB293001050,신안1리입구,36.61353,127.29121
21,92,SJB293000257,11029,SJB293001068,새주막거리,36.61236,127.29459
22,92,SJB293000257,11035,SJB293001080,세종고등학교,36.61024,127.29666
23,92,SJB293000257,11069,SJB293001085,세종중학교,36.60591,127.29721
24,92,SJB293000257,11093,SJB293064017,조치원역,36.6013323,127.2970784
25,92,SJB293000257,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
26,92,SJB293000257,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,93,SJB293000258,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,93,SJB293000258,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,93,SJB293000258,11071,SJB293001084,조치원역,36.60099,127.29713
4,93,SJB293000258,11039,SJB293001087,세종우체국,36.60296,127.29789
5,93,SJB293000258,11070,SJB293001086,세종중학교,36.60578,127.29741
6,93,SJB293000258,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,93,SJB293000258,11030,SJB293001067,새주막거리,36.61256,127.29455
8,93,SJB293000258,11001,SJB293001055,고려대학교,36.6108381,127.2930928
9,93,SJB293000258,11067,SJB293001041,세종여자고등학교입구,36.6070144,127.2912647
10,93,SJB293000258,11065,SJB293001024,세종여자고등학교,36.60653,127.28837
11,93,SJB293000258,11032,SJB293001018,서창리,36.60526,127.28432
12,93,SJB293000258,11027,SJB293001014,봉산리,36.60621,127.28092
13,93,SJB293000258,11024,SJB293001012,봉산1리마을회관,36.60694,127.27798
14,93,SJB293000258,11023,SJB293001005,봉산리(중뜸),36.60959,127.27518
15,93,SJB293000258,11009,SJB293001004,봉산리(윗말),36.61174,127.27389
16,93,SJB293000258,11050,SJB293001002,봉산리(국제기계),36.61812,127.27049
17,93,SJB293000258,38026,SJB293018064,송곡1리(예비군훈련장),36.62545,127.26847
18,93,SJB293000258,38032,SJB293018066,송곡보건진료소,36.63079,127.26911
19,93,SJB293000258,38023,SJB293018058,송곡1리,36.63073,127.26613
20,93,SJB293000258,38028,SJB293018048,송곡2리,36.63014,127.26023
21,93,SJB293000258,38031,SJB293018042,송곡2리(능골),36.62967,127.25687
22,93,SJB293000258,38044,SJB293018036,송정1리(권고조경),36.62871,127.25064
23,93,SJB293000258,38042,SJB293018034,송정1리,36.62792,127.24628
24,93,SJB293000258,38046,SJB293018030,송정1리(상소골),36.62752,127.24412
