연번,노선번호,노선ID,정류소번호,정류소ID,정류소명,위도,경도
31,75,SJB293000242,36035,SJB293016102,대원아파트,36.55839,127.27835
32,75,SJB293000242,36028,SJB293016109,대원아파트후문,36.56068,127.28087
33,75,SJB293000242,36072,SJB293016113,봉암리,36.56387,127.28345
34,75,SJB293000242,36050,SJB293016117,세종교통,36.56604,127.28491
35,75,SJB293000242,36099,SJB293016123,세종장례식장입구,36.5700006,127.2877801
36,75,SJB293000242,64031,SJB293064508,월하리(패션아울렛),36.5735137,127.2903054
37,75,SJB293000242,36103,SJB293016125,월하리(항공학교),36.57633,127.29212
38,75,SJB293000242,36105,SJB293016127,월하리,36.57842,127.29276
39,75,SJB293000242,11016,SJB293001065,번암삼거리,36.58365,127.29409
40,75,SJB293000242,11018,SJB293001079,번암아파트,36.5866993,127.2971748
41,75,SJB293000242,11411,SJB293064274,번암리,36.588329,127.2986104
42,75,SJB293000242,11076,SJB293001092,죽림리,36.59127,127.29897
43,75,SJB293000242,11090,SJB293001093,효성세종병원,36.59705,127.29895
44,75,SJB293000242,11063,SJB293001090,조치원전통시장,36.59898,127.29861
45,75,SJB293000242,11093,SJB293064017,조치원역,36.6013323,127.2970784
46,75,SJB293000242,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
47,75,SJB293000242,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,76,SJB293000243,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,76,SJB293000243,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,76,SJB293000243,11071,SJB293001084,조치원역,36.60099,127.29713
4,76,SJB293000243,11039,SJB293001087,세종우체국,36.60296,127.29789
5,76,SJB293000243,11070,SJB293001086,세종중학교,36.60578,127.29741
6,76,SJB293000243,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,76,SJB293000243,11030,SJB293001067,새주막거리,36.61256,127.29455
8,76,SJB293000243,11001,SJB293001055,고려대학교,36.6108381,127.2930928
9,76,SJB293000243,11098,SJB293064084,세종세무서,36.6059319,127.2939937
10,76,SJB293000243,11055,SJB293001072,조치원역뒤편,36.599727,127.2951059
11,76,SJB293000243,11101,SJB293064146,대동초등학교,36.5955999,127.2935516
12,76,SJB293000243,11054,SJB293001038,신흥주공아파트,36.59523,127.28973
13,76,SJB293000243,11036,SJB293001020,세종시민체육관,36.59468,127.28478
14,76,SJB293000243,36132,SJB293064183,방축골,36.5945295,127.2773157
15,76,SJB293000243,36101,SJB293016099,월하1리마을회관,36.59373,127.27467
16,76,SJB293000243,36076,SJB293016095,연서면사무소,36.59204,127.2716
17,76,SJB293000243,36047,SJB293016089,성제1리마을회관,36.59196,127.26919
18,76,SJB293000243,36137,SJB293064189,성제삼거리,36.5888707,127.2646493
19,76,SJB293000243,36108,SJB293016087,전당골,36.58242,127.26832
20,76,SJB293000243,36070,SJB293016105,쌍전리마을회관,36.57776,127.27925
21,76,SJB293000243,36136,SJB293064187,쌍전리(창현),36.5800984,127.2808446
22,76,SJB293000243,36102,SJB293016115,월하2리,36.58373,127.28447
23,76,SJB293000243,36029,SJB293016118,도원초등학교,36.58576,127.28655
24,76,SJB293000243,11061,SJB293001046,자이아파트정문,36.58832,127.29073
25,76,SJB293000243,11097,SJB293064083,번암아파트후문,36.5876866,127.2920412
26,76,SJB293000243,11016,SJB293001065,번암삼거리,36.58365,127.29409
27,76,SJB293000243,11018,SJB293001079,번암아파트,36.5866993,127.2971748
28,76,SJB293000243,11076,SJB293001092,죽림리,36.59127,127.29897
29,76,SJB293000243,11102,SJB293064188,삼일아파트,36.5950425,127.2970189
30,76,SJB293000243,11085,SJB293001075,조치원역뒤편,36.60061,127.29509
31,76,SJB293000243,11004,SJB293001064,세종세무서,36.60607,127.29412
32,76,SJB293000243,11002,SJB293001058,고려대학교,36.61076,127.29344
33,76,SJB293000243,11029,SJB293001068,새주막거리,36.61236,127.29459
34,76,SJB293000243,11035,SJB293001080,세종고등학교,36.61024,127.29666
35,76,SJB293000243,11069,SJB293001085,세종중학교,36.60591,127.29721
36,76,SJB293000243,11093,SJB293064017,조치원역,36.6013323,127.2970784
37,76,SJB293000243,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
38,76,SJB293000243,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,81,SJB293000244,37079,SJB293019066,전의역,36.67953,127.2036
2,81,SJB293000244,37073,SJB293019058,전의중학교,36.68047,127.19682
3,81,SJB293000244,37086,SJB293019054,한국콜마,36.68079,127.19353
4,81,SJB293000244,37065,SJB293019063,원성리(죽근마을),36.67609,127.19916
5,81,SJB293000244,37045,SJB293019074,신방2리마을회관,36.676,127.20598
6,81,SJB293000244,38012,SJB293018001,베어트리파크,36.67207,127.21071
7,81,SJB293000244,38037,SJB293018007,송성2리입구,36.66242,127.21428
8,81,SJB293000244,38085,SJB293018006,흥진레미콘,36.65265,127.21388
9,81,SJB293000244,38033,SJB293018004,송성1리입구,36.6495494,127.2134708
10,81,SJB293000244,38039,SJB293018012,송성3리(솔티),36.63605,127.2174
1,81,SJB293000245,38039,SJB293018012,송성3리(솔티),36.63605,127.2174
2,81,SJB293000245,38034,SJB293018009,송성1리,36.645085,127.217546
3,81,SJB293000245,38036,SJB293018005,송성1리입구,36.6496282,127.2136204
4,81,SJB293000245,38035,SJB293018003,흥진레미콘,36.65236,127.21365
5,81,SJB293000245,38038,SJB293018008,송성2리입구,36.66261,127.21437
6,81,SJB293000245,38013,SJB293018002,베어트리파크,36.67203,127.21089
7,81,SJB293000245,37046,SJB293019075,신방2리마을회관,36.67611,127.2063
8,81,SJB293000245,37062,SJB293019064,원성리(죽근마을),36.67622,127.19936
